epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
121,10087.7,0.42887,0.75029,0.35841,1.06183,0,0.93449,0.84951,0.9438,0.85747,0.92381,0.83981,0.9333,0.86117,0.32626,0.40907,0.24039,0.91004,0,0.000104537,0.000104537,0.000104537
122,10170.3,0.4347,0.75552,0.36794,1.05296,0,0.90918,0.88835,0.94312,0.85889,0.89828,0.87864,0.93254,0.86205,0.31521,0.41879,0.24045,0.89658,0,9.85311e-05,9.85311e-05,9.85311e-05
123,10253.8,0.44103,0.76739,0.37565,1.05661,0,0.86667,0.92718,0.94639,0.85744,0.85269,0.91262,0.93371,0.85747,0.3081,0.41521,0.23788,0.88741,0,9.2704e-05,9.2704e-05,9.2704e-05
124,10337,0.42144,0.73613,0.36213,1.05068,0,0.92806,0.87679,0.94615,0.85726,0.91267,0.86242,0.93216,0.8593,0.31442,0.41006,0.22876,0.8933,0,8.70577e-05,8.70577e-05,8.70577e-05
125,10419.7,0.4371,0.75886,0.36397,1.05464,0,0.92551,0.87864,0.94442,0.86094,0.91006,0.86408,0.92625,0.85692,0.31971,0.41068,0.2577,0.89978,0,8.15947e-05,8.15947e-05,8.15947e-05
126,10501.6,0.4244,0.77156,0.36368,1.05749,0,0.91751,0.87864,0.94515,0.85837,0.90224,0.86408,0.93242,0.85974,0.32874,0.4108,0.23879,0.91271,0,7.63174e-05,7.63174e-05,7.63174e-05
127,10586.1,0.41387,0.7206,0.35128,1.04928,0,0.91743,0.87864,0.94575,0.86349,0.90216,0.86408,0.93444,0.86208,0.32456,0.41246,0.24293,0.90855,0,7.12282e-05,7.12282e-05,7.12282e-05
128,10671.3,0.42266,0.73362,0.3535,1.04895,0,0.92809,0.87719,0.94585,0.86607,0.9127,0.86273,0.93447,0.86182,0.31371,0.40913,0.23529,0.89469,0,6.63292e-05,6.63292e-05,6.63292e-05
129,10755.9,0.43491,0.76985,0.36345,1.05186,0,0.93479,0.87379,0.94785,0.86563,0.8465,0.93204,0.9362,0.86028,0.31328,0.40821,0.23637,0.89408,0,6.16227e-05,6.16227e-05,6.16227e-05
130,10837.1,0.42979,0.77049,0.35898,1.05552,0,0.93783,0.86893,0.94758,0.8676,0.92211,0.85437,0.93584,0.86355,0.31652,0.40871,0.24351,0.89677,0,5.71106e-05,5.71106e-05,5.71106e-05
131,10906.5,0.29662,0.43519,0.39197,1.02847,0,0.93758,0.86893,0.94541,0.86221,0.92148,0.85437,0.93448,0.86019,0.31949,0.41854,0.25477,0.91151,0,5.2795e-05,5.2795e-05,5.2795e-05
132,10972.5,0.30857,0.35366,0.32631,1.05828,0,0.90443,0.9188,0.94881,0.86911,0.88509,0.91262,0.9376,0.86148,0.31235,0.41751,0.24013,0.90213,0,4.86777e-05,4.86777e-05,4.86777e-05
133,11038.7,0.31151,0.42816,0.31627,1.08534,0,0.90672,0.91262,0.95029,0.87296,0.89188,0.89806,0.93897,0.86653,0.30528,0.40584,0.24084,0.89797,0,4.47606e-05,4.47606e-05,4.47606e-05
134,11106.5,0.30291,0.37305,0.36715,1.0562,0,0.91192,0.90471,0.95082,0.87571,0.89726,0.89031,0.93999,0.86621,0.30571,0.40076,0.2269,0.89472,0,4.10454e-05,4.10454e-05,4.10454e-05
135,11174,0.30734,0.35976,0.29105,1.06102,0,0.91191,0.90458,0.95112,0.87225,0.89725,0.8902,0.94002,0.8671,0.30714,0.40482,0.24347,0.8941,0,3.75337e-05,3.75337e-05,3.75337e-05
136,11239.5,0.2899,0.38319,0.27956,1.03111,0,0.91186,0.91262,0.9467,0.87316,0.90216,0.90291,0.94016,0.86533,0.31047,0.40521,0.23638,0.89712,0,3.4227e-05,3.4227e-05,3.4227e-05
137,11306.1,0.30326,0.38102,0.29944,1.06189,0,0.91113,0.89588,0.94575,0.87081,0.90126,0.88617,0.94,0.86455,0.30831,0.40598,0.23501,0.89678,0,3.11268e-05,3.11268e-05,3.11268e-05
138,11371.2,0.30045,0.37935,0.28565,1.06204,0,0.92933,0.89374,0.95052,0.87399,0.91419,0.87917,0.93952,0.86493,0.30447,0.40597,0.23458,0.89337,0,2.82345e-05,2.82345e-05,2.82345e-05
139,11436.2,0.28863,0.35224,0.28755,1.03879,0,0.92839,0.88112,0.94967,0.87674,0.91313,0.86747,0.93875,0.86431,0.30215,0.41041,0.23923,0.88996,0,2.55513e-05,2.55513e-05,2.55513e-05
140,11501.5,0.29805,0.37027,0.28517,1.06001,0,0.92808,0.87695,0.9458,0.87562,0.9178,0.86725,0.94008,0.86435,0.30352,0.40848,0.23631,0.89179,0,2.30784e-05,2.30784e-05,2.30784e-05
141,11568.1,0.30182,0.39386,0.28984,1.06148,0,0.93316,0.8811,0.9498,0.87406,0.91774,0.86653,0.9395,0.86588,0.30149,0.41053,0.23469,0.88866,0,2.08169e-05,2.08169e-05,2.08169e-05
142,11633.6,0.26377,0.35175,0.26853,1.01464,0,0.93316,0.88102,0.9499,0.87191,0.91773,0.86646,0.93995,0.86648,0.29583,0.40552,0.23114,0.8841,0,1.87678e-05,1.87678e-05,1.87678e-05
143,11699.2,0.28519,0.42234,0.34771,1.032,0,0.9285,0.88259,0.9497,0.87355,0.90342,0.87379,0.94005,0.8655,0.29062,0.39723,0.23551,0.87892,0,1.6932e-05,1.6932e-05,1.6932e-05
144,11765.3,0.28371,0.34156,0.28844,1.03365,0,0.92844,0.88181,0.9498,0.8741,0.91311,0.86725,0.94022,0.86668,0.29397,0.39961,0.2311,0.88089,0,1.53102e-05,1.53102e-05,1.53102e-05
145,11831.4,0.28453,0.36132,0.26846,1.05354,0,0.92833,0.88029,0.95017,0.87048,0.91299,0.86589,0.94022,0.86617,0.2948,0.39845,0.22346,0.88224,0,1.39032e-05,1.39032e-05,1.39032e-05
146,11896.7,0.27305,0.35827,0.31962,1.02848,0,0.93246,0.87864,0.95031,0.87135,0.91644,0.86408,0.94039,0.86428,0.29176,0.39994,0.22737,0.88121,0,1.27117e-05,1.27117e-05,1.27117e-05
147,11961.7,0.29173,0.35658,0.26773,1.05096,0,0.93406,0.87379,0.95002,0.86999,0.91838,0.85922,0.94021,0.8649,0.29233,0.39896,0.2309,0.8805,0,1.1736e-05,1.1736e-05,1.1736e-05
148,12027.5,0.27981,0.37803,0.32342,1.03753,0,0.93448,0.87379,0.94985,0.87542,0.91859,0.85922,0.94023,0.86372,0.29153,0.40227,0.23151,0.87903,0,1.09768e-05,1.09768e-05,1.09768e-05
149,12092.1,0.27111,0.35889,0.26604,1.03436,0,0.9332,0.88162,0.94985,0.87287,0.91779,0.86705,0.93975,0.86508,0.29327,0.40106,0.22579,0.88012,0,1.04342e-05,1.04342e-05,1.04342e-05
150,12157,0.27964,0.35493,0.25761,1.04276,0,0.93778,0.87795,0.9498,0.87286,0.92224,0.86366,0.9399,0.86504,0.29209,0.40067,0.22817,0.87922,0,1.01086e-05,1.01086e-05,1.01086e-05
