epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
118,15819.2,0.42131,0.74833,0.35935,1.06184,0,0.90742,0.90401,0.94007,0.85329,0.8928,0.88945,0.92431,0.85727,0.30789,0.43317,0.23756,0.89389,0,0.000123596,0.000123596,0.000123596
119,15955.6,0.43147,0.76302,0.36742,1.06468,0,0.90471,0.87566,0.93646,0.85807,0.97404,0.81068,0.92633,0.85819,0.29276,0.4382,0.2611,0.88301,0,0.000117072,0.000117072,0.000117072
120,16099.3,0.42642,0.77809,0.36183,1.05697,0,0.90355,0.8835,0.93675,0.85923,0.89321,0.87379,0.92511,0.85574,0.29351,0.43502,0.24844,0.88547,0,0.000110718,0.000110718,0.000110718
121,16238,0.41942,0.74794,0.35307,1.05919,0,0.93309,0.88008,0.94448,0.862,0.91766,0.86561,0.93294,0.85906,0.29365,0.43954,0.22845,0.88004,0,0.000104537,0.000104537,0.000104537
122,16383.1,0.42661,0.75954,0.35946,1.05188,0,0.92595,0.8835,0.94236,0.85827,0.91037,0.86893,0.92697,0.86064,0.29669,0.44005,0.24142,0.88433,0,9.85311e-05,9.85311e-05,9.85311e-05
123,16518.1,0.43104,0.75671,0.36617,1.05299,0,0.92747,0.86907,0.93723,0.85832,0.91711,0.85936,0.9261,0.86059,0.29771,0.43479,0.23156,0.88164,0,9.2704e-05,9.2704e-05,9.2704e-05
124,16654.8,0.41618,0.73114,0.35465,1.04694,0,0.92826,0.87934,0.93396,0.85882,0.91801,0.86963,0.93089,0.85702,0.29597,0.43974,0.23688,0.88367,0,8.70577e-05,8.70577e-05,8.70577e-05
125,16786.9,0.42871,0.76492,0.3679,1.0555,0,0.93278,0.87571,0.93476,0.86097,0.92245,0.86617,0.92505,0.85977,0.2917,0.42702,0.23345,0.87826,0,8.15947e-05,8.15947e-05,8.15947e-05
126,16924,0.41818,0.76314,0.35494,1.05918,0,0.89994,0.89806,0.9366,0.85825,0.89021,0.88835,0.92546,0.8572,0.29746,0.42855,0.23335,0.87903,0,7.63174e-05,7.63174e-05,7.63174e-05
127,17058.1,0.40917,0.72096,0.34543,1.05152,0,0.90555,0.8932,0.93699,0.85597,0.89571,0.8835,0.92693,0.85821,0.30025,0.43385,0.23661,0.88958,0,7.12282e-05,7.12282e-05,7.12282e-05
128,17190.5,0.41773,0.72701,0.34246,1.0544,0,0.91745,0.88835,0.94308,0.86224,0.90146,0.87379,0.9261,0.85779,0.2999,0.42568,0.23762,0.89153,0,6.63292e-05,6.63292e-05,6.63292e-05
129,17328.3,0.42982,0.76531,0.3591,1.05624,0,0.94292,0.88207,0.94545,0.8603,0.92735,0.86751,0.92865,0.85936,0.29194,0.428,0.22628,0.88507,0,6.16227e-05,6.16227e-05,6.16227e-05
130,17464,0.42373,0.76764,0.35552,1.05494,0,0.93272,0.87484,0.93987,0.85928,0.92237,0.86513,0.92915,0.86054,0.29232,0.42477,0.2335,0.88308,0,5.71106e-05,5.71106e-05,5.71106e-05
131,17592.3,0.2934,0.47588,0.38305,1.03124,0,0.915,0.8932,0.94058,0.85513,0.89469,0.87379,0.92206,0.85367,0.30442,0.42507,0.27385,0.90385,0,5.2795e-05,5.2795e-05,5.2795e-05
132,17721.3,0.30233,0.35314,0.34856,1.04929,0,0.91954,0.8835,0.93849,0.85943,0.90362,0.87864,0.92754,0.85909,0.29866,0.41757,0.25799,0.895,0,4.86777e-05,4.86777e-05,4.86777e-05
133,17849.7,0.30743,0.43136,0.31371,1.08123,0,0.93912,0.87379,0.946,0.85998,0.92538,0.85922,0.92875,0.85809,0.29788,0.40807,0.25202,0.89543,0,4.47606e-05,4.47606e-05,4.47606e-05
134,17978.9,0.29896,0.37716,0.37723,1.06047,0,0.94143,0.86408,0.93877,0.86205,0.93556,0.85437,0.93296,0.85978,0.30062,0.40761,0.24495,0.8926,0,4.10454e-05,4.10454e-05,4.10454e-05
135,18114.1,0.29227,0.34842,0.28445,1.04475,0,0.93354,0.8864,0.94571,0.86719,0.9182,0.87184,0.93453,0.86154,0.29417,0.41126,0.2336,0.8886,0,3.75337e-05,3.75337e-05,3.75337e-05
136,18248.3,0.28354,0.38844,0.27841,1.032,0,0.93359,0.8835,0.94477,0.86705,0.91786,0.86893,0.93441,0.86066,0.29394,0.41388,0.23875,0.88423,0,3.4227e-05,3.4227e-05,3.4227e-05
137,18378.8,0.2945,0.37922,0.29618,1.05475,0,0.92881,0.88664,0.94626,0.86706,0.91355,0.87208,0.93538,0.86278,0.28966,0.41151,0.23584,0.88575,0,3.11268e-05,3.11268e-05,3.11268e-05
138,18514.4,0.28989,0.3804,0.28822,1.05911,0,0.93693,0.88835,0.9483,0.87079,0.92143,0.87379,0.93151,0.86447,0.29443,0.40889,0.2376,0.88779,0,2.82345e-05,2.82345e-05,2.82345e-05
139,18648.3,0.28011,0.34985,0.28437,1.0286,0,0.93382,0.89051,0.94755,0.86642,0.91856,0.87606,0.93729,0.85812,0.29638,0.41532,0.23972,0.88804,0,2.55513e-05,2.55513e-05,2.55513e-05
140,18776.9,0.29069,0.37212,0.28411,1.05376,0,0.92916,0.89147,0.94731,0.86767,0.91399,0.87691,0.93424,0.8618,0.29428,0.41624,0.2363,0.88305,0,2.30784e-05,2.30784e-05,2.30784e-05
141,18903.7,0.2937,0.39233,0.27977,1.05664,0,0.93414,0.89505,0.94493,0.86254,0.91894,0.88049,0.93232,0.85641,0.29361,0.41605,0.23945,0.88594,0,2.08169e-05,2.08169e-05,2.08169e-05
142,19029,0.25651,0.34673,0.26834,1.01285,0,0.93416,0.89806,0.94598,0.8675,0.91901,0.8835,0.93407,0.86079,0.28977,0.41395,0.231,0.88224,0,1.87678e-05,1.87678e-05,1.87678e-05
143,19156.6,0.27596,0.40832,0.32568,1.02719,0,0.93876,0.89298,0.94668,0.8689,0.92855,0.88327,0.93352,0.86301,0.28941,0.41043,0.23624,0.88106,0,1.6932e-05,1.6932e-05,1.6932e-05
144,19280.9,0.2794,0.34058,0.29816,1.02568,0,0.94375,0.89585,0.94745,0.87074,0.92842,0.8815,0.93342,0.86259,0.29144,0.40988,0.23914,0.88049,0,1.53102e-05,1.53102e-05,1.53102e-05
145,19409.7,0.27985,0.36062,0.26239,1.05007,0,0.93737,0.8932,0.94674,0.87093,0.92209,0.87864,0.93274,0.8618,0.29136,0.40976,0.23986,0.88257,0,1.39032e-05,1.39032e-05,1.39032e-05
146,19537.1,0.26803,0.36277,0.32007,1.02897,0,0.93893,0.88835,0.94681,0.87095,0.92342,0.87379,0.93052,0.86161,0.28968,0.40999,0.24174,0.88092,0,1.27117e-05,1.27117e-05,1.27117e-05
147,19664.8,0.29666,0.36044,0.26548,1.06041,0,0.92905,0.88992,0.94572,0.87006,0.91396,0.87667,0.93192,0.86189,0.29248,0.41154,0.24401,0.88193,0,1.1736e-05,1.1736e-05,1.1736e-05
148,19790.6,0.27978,0.367,0.31531,1.03978,0,0.92479,0.89534,0.94524,0.87094,0.90976,0.8809,0.93297,0.86245,0.29136,0.4109,0.23991,0.88163,0,1.09768e-05,1.09768e-05,1.09768e-05
149,19920,0.26492,0.35447,0.2661,1.03487,0,0.93242,0.88835,0.9462,0.87056,0.90978,0.88118,0.93043,0.86275,0.28952,0.41091,0.23684,0.88022,0,1.04342e-05,1.04342e-05,1.04342e-05
150,20047.3,0.27622,0.35722,0.25993,1.04056,0,0.93572,0.88835,0.94545,0.87002,0.92038,0.87379,0.93035,0.86207,0.28687,0.41252,0.23334,0.87741,0,1.01086e-05,1.01086e-05,1.01086e-05
