epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
94,6094.99,0.90251,1.40571,0.51841,0.93349,0,0.61547,0.53196,0.52788,0.25079,0.59679,0.51582,0.49922,0.19357,1.88709,3.20076,1.32375,1.34659,0,0.000322778,0.000322778,0.000322778
95,6158.96,0.89208,1.37251,0.51038,0.9256,0,0.61819,0.51949,0.52621,0.24633,0.61614,0.50484,0.51103,0.19816,1.91975,3.24693,1.32643,1.37266,0,0.00031318,0.00031318,0.00031318
96,6222.78,0.90881,1.39418,0.5201,0.92498,0,0.60421,0.53777,0.53305,0.2488,0.60491,0.4962,0.4991,0.19169,1.91021,3.24089,1.3136,1.3596,0,0.000303665,0.000303665,0.000303665
97,6291.27,0.89583,1.38713,0.51654,0.92571,0,0.60564,0.55455,0.53783,0.25516,0.58717,0.50868,0.49863,0.19897,1.91794,3.31755,1.33001,1.37452,0,0.000294239,0.000294239,0.000294239
98,6359.32,0.89808,1.39564,0.51037,0.92475,0,0.58294,0.57521,0.54601,0.25577,0.61368,0.5042,0.51699,0.20541,1.93117,3.25842,1.32218,1.36826,0,0.000284906,0.000284906,0.000284906
99,6425.58,0.89374,1.3717,0.51511,0.9242,0,0.56969,0.55326,0.52757,0.2482,0.58278,0.50948,0.49848,0.19532,1.91138,3.21526,1.3396,1.37036,0,0.000275668,0.000275668,0.000275668
100,6491.97,0.88708,1.36899,0.50626,0.91965,0,0.60972,0.55842,0.54489,0.25321,0.58666,0.53454,0.51437,0.20111,1.91092,3.25773,1.30466,1.36512,0,0.000266532,0.000266532,0.000266532
101,6558.75,0.88027,1.35556,0.49971,0.91935,0,0.64084,0.51604,0.52957,0.25177,0.63635,0.4982,0.50836,0.1986,1.92623,3.27414,1.33392,1.36978,0,0.0002575,0.0002575,0.0002575
102,6626.73,0.8833,1.35886,0.50171,0.92478,0,0.61791,0.54293,0.53655,0.24981,0.61974,0.50484,0.50546,0.19773,1.95645,3.3993,1.35258,1.38941,0,0.000248577,0.000248577,0.000248577
103,6691.84,0.86592,1.34153,0.49243,0.91819,0,0.6047,0.56488,0.54872,0.25509,0.62811,0.51711,0.51947,0.20261,1.92539,3.33657,1.30798,1.37541,0,0.000239766,0.000239766,0.000239766
104,6756.95,0.87078,1.3502,0.49602,0.92209,0,0.60393,0.55391,0.5382,0.25189,0.61508,0.52615,0.52298,0.20448,1.91877,3.22933,1.32391,1.36785,0,0.000231071,0.000231071,0.000231071
105,6822.69,0.86818,1.34856,0.49252,0.91562,0,0.60276,0.54368,0.53012,0.25184,0.62311,0.50097,0.50508,0.20074,1.91307,3.25665,1.32818,1.36577,0,0.000222497,0.000222497,0.000222497
106,6888.96,0.85889,1.33968,0.48697,0.92003,0,0.59894,0.55649,0.53839,0.24832,0.61811,0.50613,0.50535,0.19436,1.92053,3.30189,1.31727,1.36449,0,0.000214046,0.000214046,0.000214046
